input_ids,labels
"[822, 10, 54, 1076, 6159, 257, 2603, 2085, 4264, 58, 1]","[1076, 6159, 257, 54, 2603, 2085, 4264, 5, 6766, 2157, 138, 1112, 383, 8, 1076, 6159, 138, 4005, 6, 1989, 29469, 16, 31121, 11, 813, 397, 1370, 782, 1425, 6, 54, 1113, 2085, 463, 11, 8659, 5, 1]"
"[822, 10, 125, 2906, 383, 8, 3, 18453, 138, 3944, 13, 8, 1076, 6159, 138, 4005, 58, 1]","[3, 2092, 8, 3, 18453, 138, 3944, 6, 8, 24954, 26, 3, 89, 20953, 2482, 3343, 7, 139, 3, 9, 1809, 718, 8, 11736, 302, 3, 18453, 440, 6, 84, 2829, 15, 7, 813, 397, 1370, 782, 5, 749, 397, 1370, 782, 2967, 7, 8, 3, 10525, 630, 3, 9424, 21, 487, 3, 30918, 13, 3, 9, 20859, 1601, 6182, 5, 1]"
"[822, 10, 149, 19, 6366, 7, 3030, 58, 1]","[2159, 13, 3246, 134, 164, 7789, 4026, 1112, 41, 4415, 38, 1646, 2510, 6, 1695, 3178, 6, 2189, 4709, 2097, 201, 147, 18, 532, 18, 22349, 1406, 11554, 52, 7, 6, 27925, 3879, 610, 6, 11, 11208, 12, 18807, 15, 806, 3976, 114, 6526, 7180, 7, 42, 3, 4672, 1014, 5, 1]"
"[822, 10, 54, 3, 16640, 11717, 199, 18807, 15, 1076, 6159, 138, 3976, 58, 1]","[886, 11717, 6, 224, 38, 25443, 11, 7869, 272, 11071, 164, 199, 1428, 3976, 114, 3, 4672, 1014, 11, 24268, 53, 5, 1]"
"[822, 10, 54, 3, 27908, 2790, 2443, 1113, 149, 1076, 6159, 1014, 1742, 21505, 70, 5678, 383, 1076, 6159, 257, 58, 1]","[2163, 6, 31820, 2790, 2443, 164, 3, 31488, 6382, 13, 16, 9, 221, 2436, 4710, 42, 1044, 18, 25098, 655, 383, 1076, 6159, 257, 5, 1]"
"[822, 10, 125, 1075, 405, 3452, 3, 7, 994, 1073, 577, 16, 3, 7312, 1076, 6159, 138, 533, 38, 3, 9, 27820, 269, 58, 1]","[94, 14223, 7, 1742, 12, 143, 4862, 3703, 81, 70, 5678, 11, 27820, 533, 5, 1]"
"[822, 10, 125, 1075, 103, 1038, 2371, 577, 16, 3956, 1076, 6159, 138, 8408, 6985, 16, 2421, 9352, 58, 1]","[1331, 2371, 370, 3135, 6, 2268, 2927, 6, 11, 16830, 380, 12, 415, 6985, 3, 14198, 1076, 6159, 138, 16, 15, 10073, 63, 6, 3, 29691, 5086, 1275, 11, 358, 447, 483, 5, 1]"
"[822, 10, 125, 19, 4251, 75, 63, 7, 1225, 3, 6194, 651, 12398, 41, 102, 509, 7, 61, 58, 1]","[2104, 3638, 19, 3, 9, 27925, 9311, 3, 16730, 57, 3, 30670, 3, 32, 15550, 28, 422, 26530, 7, 30, 8, 12231, 9804, 5, 94, 19, 1968, 28, 22085, 1076, 6159, 138, 15164, 6, 7240, 11, 3822, 35, 1425, 6, 11, 4251, 75, 63, 7, 1225, 3, 32, 15550, 5, 1]"
"[822, 10, 149, 43, 887, 31, 7, 2166, 9780, 15514, 1076, 6159, 138, 3808, 32, 32, 7, 11, 25852, 58, 1]","[4047, 31, 7, 2166, 9780, 43, 7803, 12, 1733, 323, 1076, 6159, 138, 3808, 32, 32, 7, 11, 25852, 57, 3, 7312, 539, 7574, 81, 1076, 6159, 257, 6, 4421, 2841, 26524, 7, 6, 11, 29945, 53, 21, 1076, 6159, 138, 1073, 16, 2061, 5, 1]"
"[822, 10, 149, 54, 16830, 2231, 1172, 1076, 6159, 138, 533, 6353, 21, 1742, 28, 12490, 58, 1]","[938, 3, 7312, 13066, 3101, 6, 7954, 4349, 6, 11, 3, 14198, 358, 447, 13121, 5, 1]"
"[822, 10, 125, 33, 128, 3266, 21, 5037, 1076, 6159, 138, 3976, 383, 3, 4267, 904, 32, 9033, 58, 1]","[6766, 2157, 15, 3918, 6, 4026, 1112, 6, 11, 3, 18018, 18, 9500, 5872, 1]"
"[822, 10, 149, 54, 6912, 2657, 655, 1459, 25370, 1076, 6159, 138, 533, 8408, 58, 1]","[938, 3, 5833, 24, 6912, 1390, 1115, 8, 775, 523, 13, 1076, 6159, 1014, 1742, 6, 379, 273, 45, 18777, 1601, 2597, 6, 11, 3, 7312, 592, 12, 1438, 11, 380, 5, 1]"
"[822, 10, 125, 1075, 103, 789, 3101, 577, 16, 3, 14198, 11881, 13599, 8378, 2197, 1341, 12, 1076, 6159, 257, 58, 1]","[30959, 224, 38, 1076, 6159, 138, 556, 26994, 42, 339, 3438, 1356, 54, 199, 18807, 15, 981, 13121, 5, 1]"
"[822, 10, 149, 54, 11409, 18, 235, 18, 855, 49, 1073, 6985, 1172, 1076, 6159, 138, 1073, 58, 1]","[328, 54, 482, 3, 9, 1965, 1164, 21, 3071, 11, 2519, 23950, 11, 1705, 5, 1]"
"[822, 10, 149, 43, 1076, 6159, 138, 20105, 2869, 14021, 147, 97, 58, 1]","[8506, 7, 43, 14021, 45, 3, 52, 5291, 297, 1208, 2254, 224, 38, 338, 10366, 42, 793, 1397, 12, 941, 15858, 114, 26139, 17484, 11, 1076, 6159, 138, 12294, 5, 1]"
"[822, 10, 149, 103, 1076, 6159, 138, 533, 4050, 766, 331, 4570, 11, 1034, 58, 1]","[3137, 6159, 138, 533, 4050, 5936, 19849, 3629, 6, 19581, 1601, 331, 1232, 6, 11, 1139, 6641, 18870, 12, 1822, 1105, 31, 4570, 11, 1034, 5, 1]"
"[822, 10, 125, 33, 128, 1017, 1397, 261, 16, 9211, 18, 4905, 1076, 6159, 138, 494, 58, 1]","[15045, 7282, 6, 20272, 6, 21650, 5, 1]"
"[822, 10, 54, 1076, 6159, 257, 2603, 8, 1254, 13, 5949, 58, 1]","[2163, 6, 128, 1742, 164, 351, 3, 30714, 3, 13398, 12, 5949, 7, 383, 824, 17258, 13, 8, 1076, 6159, 138, 4005, 5, 6766, 2157, 138, 29469, 54, 2860, 21267, 8136, 6, 379, 8, 1254, 13, 5949, 5, 1]"
"[822, 10, 125, 1075, 103, 1076, 6159, 138, 12898, 7, 577, 16, 128, 9757, 58, 1]","[328, 164, 1716, 38, 3, 9, 194, 12, 4036, 42, 3946, 8, 3508, 139, 2335, 4500, 5, 1]"
"[822, 10, 125, 19, 8, 1657, 21, 8, 2779, 25852, 3825, 1076, 6159, 257, 58, 1]","[3137, 6159, 138, 3808, 32, 32, 5, 1]"
"[822, 10, 149, 307, 405, 3, 32, 208, 7830, 1086, 336, 383, 8, 1076, 6159, 138, 4005, 58, 1]","[411, 208, 7830, 3115, 336, 7, 21, 81, 997, 12, 4678, 716, 383, 8, 1076, 6159, 138, 4005, 5, 1]"
"[822, 10, 125, 33, 8, 1055, 4110, 13, 4785, 8811, 119, 145, 8999, 58, 1]","[22672, 4110, 13, 4785, 8811, 119, 145, 8999, 560, 2189, 6, 27925, 24809, 7, 6, 10981, 2510, 6, 3607, 1293, 1453, 42, 2485, 6, 26054, 10461, 6, 4251, 75, 63, 7, 1225, 3, 6194, 651, 12398, 41, 4051, 3638, 201, 11, 824, 11208, 5, 1]"
"[822, 10, 149, 405, 1076, 6159, 257, 27806, 28, 643, 1023, 807, 58, 1]","[3137, 6159, 138, 3976, 224, 38, 3, 4672, 1014, 11, 1293, 29469, 164, 2860, 643, 1023, 8136, 7, 5, 1]"
"[822, 10, 125, 1075, 405, 16830, 577, 16, 7954, 4349, 81, 1076, 6159, 138, 20105, 16, 20386, 3803, 58, 1]","[1980, 6117, 4710, 2231, 6481, 8, 3172, 13, 1076, 6159, 138, 20105, 38, 3, 9, 936, 269, 6, 26169, 15, 1438, 21, 1076, 6159, 138, 533, 6985, 6, 11, 3, 24608, 89, 63, 8, 13256, 13, 3, 27762, 1742, 29945, 53, 21, 70, 523, 5, 1]"
"[822, 10, 19, 34, 1176, 24, 1076, 6159, 257, 54, 2603, 24893, 11, 3, 27169, 9780, 58, 1]","[2163, 6, 27925, 1112, 383, 8, 1076, 6159, 138, 4005, 54, 2603, 24893, 11, 3, 27169, 9780, 21, 128, 1742, 5, 3, 21828, 7, 224, 38, 3, 4672, 1014, 6, 6900, 11537, 257, 6, 42, 28582, 164, 4093, 383, 824, 17258, 13, 8, 1076, 6159, 138, 4005, 5, 1]"
"[822, 10, 149, 103, 6718, 23, 138, 4553, 9, 6267, 7, 1113, 1076, 6159, 138, 533, 16, 19771, 2597, 58, 1]","[17885, 11105, 6, 2779, 23059, 6, 11, 11881, 13599, 8378, 2197, 54, 2603, 592, 12, 1438, 11, 380, 5, 1]"
"[822, 10, 149, 103, 3976, 5215, 1019, 8, 4005, 58, 1]","[3, 11714, 8, 1076, 6159, 138, 4005, 6, 753, 11, 3976, 54, 5215, 3, 390, 30, 8, 27925, 1112, 16198, 16, 315, 17258, 5, 13977, 24, 993, 44, 8, 337, 500, 16, 8, 4005, 164, 5071, 43, 8, 337, 26574, 1137, 6, 19124, 8, 643, 31, 7, 1773, 12, 1112, 16, 11932, 1425, 5, 1]"
"[822, 10, 125, 19, 8, 2329, 6567, 7031, 1538, 449, 1968, 28, 6526, 9464, 383, 8, 1076, 6159, 138, 4005, 58, 1]","[679, 2719, 106, 77, 5, 1]"
"[822, 10, 54, 1076, 6159, 257, 2603, 25646, 58, 1]","[2163, 6, 1076, 6159, 257, 19, 4799, 5229, 12, 25646, 5, 411, 208, 7830, 6, 84, 19, 8, 1576, 13, 46, 6182, 45, 8, 3, 32, 15550, 6, 3115, 6986, 2076, 1343, 190, 8, 1076, 6159, 138, 4005, 11, 19, 1832, 21, 25646, 5, 1]"
"[822, 10, 149, 103, 3583, 8596, 7, 6563, 1076, 6159, 138, 533, 523, 383, 6912, 7, 58, 1]","[15118, 8596, 7, 225, 370, 592, 12, 1349, 387, 6, 30525, 2465, 6, 11, 1076, 6159, 138, 494, 6, 38, 168, 38, 4570, 21, 20105, 758, 6, 12, 380, 1076, 6159, 138, 533, 383, 6912, 7, 5, 1]"
"[822, 10, 125, 33, 128, 1645, 21, 3561, 344, 2061, 6, 4640, 3580, 6, 11, 573, 2371, 16, 3, 6930, 1076, 6159, 138, 533, 1073, 58, 1]","[30438, 1645, 560, 3886, 5873, 9972, 6, 533, 2725, 7, 6, 573, 7009, 6, 11, 13416, 21, 1260, 592, 12, 4640, 1438, 11, 380, 364, 5, 1]"
"[822, 10, 149, 410, 8, 3060, 13, 18298, 1113, 1076, 6159, 138, 1073, 16, 892, 58, 1]","[37, 3060, 13, 18298, 9367, 1545, 14877, 6, 1035, 2665, 23, 2260, 6, 11, 3472, 1397, 81, 1076, 6159, 257, 12, 36, 1028, 7, 15, 1109, 920, 72, 5456, 6, 12932, 12, 1936, 4349, 11, 1705, 5, 1]"
"[822, 10, 149, 103, 2779, 11393, 81, 1076, 6159, 257, 2860, 20386, 7216, 12, 1076, 6159, 138, 533, 523, 58, 1]","[328, 164, 2603, 8, 408, 11, 4432, 13, 14418, 6, 379, 8, 1308, 13, 494, 937, 11, 8, 1295, 12, 1073, 5, 1]"
"[822, 10, 149, 410, 8, 22583, 6696, 10570, 13, 8, 778, 941, 1059, 1113, 8136, 7, 13, 1076, 6159, 257, 58, 1]","[3137, 6159, 257, 47, 1664, 3, 11675, 38, 2084, 13, 22583, 6696, 383, 22583, 10570, 6, 7101, 1161, 75, 53, 2841, 26524, 7, 11, 14935, 3825, 1076, 6159, 1014, 887, 5, 1]"
"[822, 10, 125, 33, 128, 3266, 21, 5037, 1076, 6159, 138, 3976, 16, 1742, 28, 6658, 21154, 58, 1]","[4908, 15471, 124, 6, 3, 18018, 18, 9500, 5872, 6, 11, 4026, 14172, 11051, 12, 928, 523, 5, 1]"
"[822, 10, 149, 307, 405, 3, 9, 4541, 1076, 6159, 138, 4005, 336, 58, 1]","[71, 4541, 1076, 6159, 138, 4005, 336, 7, 300, 2059, 477, 6, 68, 34, 54, 620, 45, 1401, 12, 3097, 477, 5, 1]"
"[822, 10, 149, 54, 2061, 1115, 2779, 11, 4761, 4587, 7, 16, 1076, 6159, 138, 533, 1073, 58, 1]","[13255, 54, 11194, 28, 573, 2440, 6, 4082, 1362, 16, 7850, 606, 6, 11, 370, 2779, 120, 6280, 1438, 12, 1445, 2399, 2779, 11, 4761, 11393, 5, 1]"
"[822, 10, 125, 33, 128, 13121, 12, 592, 53, 4640, 21, 1076, 6159, 138, 533, 3315, 58, 1]","[29147, 7, 164, 560, 583, 6, 2136, 13, 958, 2591, 6, 25852, 6, 11, 1643, 5576, 13, 3, 8689, 124, 5, 1]"
"[822, 10, 54, 11932, 3918, 1113, 1076, 6159, 138, 15164, 21, 3017, 122, 3868, 1742, 58, 1]","[2163, 6, 34, 54, 2603, 1076, 6159, 138, 4264, 6, 379, 7321, 11, 13182, 5, 1]"
"[822, 10, 33, 132, 1281, 1711, 7, 21, 1076, 6159, 1014, 1742, 16, 8, 6940, 58, 1]","[86, 128, 1440, 6, 9192, 257, 3, 390, 30, 1076, 6159, 138, 2637, 19, 18022, 5, 1]"
"[822, 10, 125, 1113, 405, 6940, 2189, 43, 30, 1076, 6159, 138, 533, 58, 1]","[1592, 1425, 13, 2189, 54, 3, 31488, 1076, 6159, 138, 3976, 11, 2603, 1879, 168, 18, 9032, 5, 1]"
"[822, 10, 149, 54, 2353, 7, 380, 70, 16649, 31, 1076, 6159, 138, 533, 58, 1]","[938, 271, 12758, 11, 1705, 6, 1260, 592, 12, 1076, 6159, 138, 494, 6, 11, 3, 29691, 539, 1901, 5, 1]"
"[822, 10, 125, 33, 128, 2428, 16, 3, 10311, 3452, 1076, 6159, 138, 533, 1073, 16, 2061, 58, 1]","[7729, 7, 560, 5673, 45, 1362, 42, 17747, 6, 22666, 3145, 761, 6, 1643, 7850, 97, 6, 11, 2779, 3808, 32, 32, 7, 3825, 1076, 6159, 257, 5, 1]"
"[822, 10, 149, 54, 5360, 1428, 8, 3262, 16630, 13, 1076, 6159, 138, 494, 58, 1]","[938, 338, 5086, 1397, 6, 3, 28807, 6745, 2670, 6, 11, 4693, 53, 9211, 18, 4905, 999, 2869, 5, 1]"
"[822, 10, 125, 19, 8, 1348, 2475, 13, 97, 344, 1076, 6159, 138, 8811, 16, 3, 9, 2335, 22, 7, 27820, 203, 58, 1]","[37, 1348, 2475, 13, 97, 344, 1076, 6159, 138, 8811, 16, 3, 9, 2335, 22, 7, 27820, 203, 19, 3115, 1401, 12, 3097, 477, 5, 1]"
"[822, 10, 44, 125, 1246, 103, 167, 3567, 1086, 456, 1076, 6159, 1014, 58, 1]","[1377, 3567, 456, 1076, 6159, 1014, 344, 8, 3, 2568, 13, 335, 11, 10725, 28, 8, 1348, 1246, 271, 300, 8013, 1]"
"[822, 10, 125, 33, 128, 2428, 16, 592, 53, 1076, 6159, 138, 494, 16, 4322, 19771, 2597, 58, 1]","[7363, 3620, 6, 981, 13121, 6, 11, 2136, 13, 2779, 120, 2016, 494, 164, 22190, 592, 5, 1]"
"[822, 10, 125, 1075, 405, 21555, 9683, 577, 16, 1076, 6159, 138, 11, 6949, 533, 1073, 58, 1]","[15921, 54, 370, 380, 6, 4864, 6, 11, 4034, 251, 81, 1076, 6159, 257, 38, 294, 13, 3452, 6949, 533, 1073, 5, 1]"
"[822, 10, 54, 1293, 11, 643, 5761, 2603, 1076, 6159, 138, 533, 58, 1]","[2163, 6, 5272, 7, 16, 1293, 6, 224, 38, 18719, 42, 365, 9378, 6, 54, 23773, 27925, 2109, 11, 1076, 6159, 138, 1646, 485, 5, 1]"
"[822, 10, 54, 2136, 13, 592, 12, 1076, 6159, 138, 494, 1113, 1742, 31, 1418, 12, 2510, 70, 27820, 2166, 6, 224, 38, 384, 1459, 58, 1]","[2163, 6, 34, 164, 2603, 70, 1418, 12, 1865, 1076, 6159, 257, 3762, 11, 3716, 1540, 16, 2710, 5, 1]"
"[822, 10, 125, 33, 128, 2428, 16, 1260, 1076, 6159, 138, 1073, 16, 824, 2597, 58, 1]","[13432, 3808, 32, 32, 7, 6, 2136, 13, 1438, 6, 11, 22666, 3145, 761, 5, 1]"
"[822, 10, 125, 2906, 383, 8, 3, 89, 20953, 4866, 3944, 13, 8, 1076, 6159, 138, 4005, 58, 1]","[3, 2092, 8, 3, 89, 20953, 4866, 3944, 6, 8, 7688, 76, 155, 1208, 20560, 10375, 3, 89, 20953, 2482, 18, 2248, 4115, 1014, 11932, 41, 371, 9122, 201, 84, 14954, 7, 8, 3, 32, 15550, 12, 1759, 633, 3, 89, 20953, 2482, 7, 5, 506, 3, 89, 20953, 2482, 7, 3480, 5875, 6, 68, 163, 80, 56, 3115, 10281, 11, 36, 1883, 1]"
"[822, 10, 54, 2136, 13, 592, 12, 1076, 6159, 138, 494, 16, 20386, 3803, 2603, 1742, 31, 592, 12, 119, 1832, 364, 58, 1]","[2163, 6, 34, 54, 1113, 70, 1418, 12, 2467, 496, 6, 161, 6, 42, 2762, 1035, 124, 5, 1]"
"[822, 10, 149, 410, 554, 18, 18306, 14864, 18804, 21505, 1076, 6159, 257, 58, 1]","[1266, 18, 18306, 1611, 18804, 557, 3, 4931, 1076, 6159, 257, 190, 3, 9, 6888, 13, 1355, 7, 17, 4749, 11, 4761, 11393, 6, 38, 5444, 1014, 34, 28, 6085, 13, 256, 3791, 485, 11, 3731, 5, 1]"
"[822, 10, 125, 1075, 103, 1076, 6159, 138, 3808, 32, 32, 7, 577, 16, 6011, 569, 455, 16, 824, 9757, 58, 1]","[328, 164, 19452, 7285, 6270, 11, 7982, 7, 3825, 27850, 11, 6949, 485, 5, 1]"
"[822, 10, 125, 1075, 103, 11409, 1073, 1356, 577, 16, 3, 7312, 1076, 6159, 138, 533, 16, 2061, 58, 1]","[328, 482, 3, 9, 12758, 1164, 21, 7574, 6, 1428, 25852, 6, 11, 14223, 481, 12, 11223, 21, 70, 523, 5, 1]"
"[822, 10, 149, 103, 2779, 18537, 1587, 3, 5855, 1113, 8136, 7, 13, 1076, 6159, 257, 16, 2749, 1742, 58, 1]","[328, 164, 2860, 3, 27908, 4454, 11, 18537, 1587, 1076, 32, 9033, 11, 1076, 6159, 257, 5, 1]"
"[822, 10, 149, 405, 8, 643, 16363, 8, 1076, 6159, 138, 4005, 58, 1]","[4582, 3160, 6494, 7, 3, 6475, 11932, 7, 5, 1]"
"[822, 10, 125, 19, 8, 1523, 3178, 21, 284, 3944, 13, 1076, 6159, 138, 4005, 1]","[3, 2092, 8, 1076, 6159, 138, 4005, 6, 3, 16640, 523, 164, 5215, 640, 17258, 5, 86, 8, 3, 89, 20953, 4866, 3944, 6, 992, 30, 3575, 18, 3723, 4371, 114, 8384, 63, 1442, 7, 11, 90, 152, 3604, 7, 12, 30064, 3575, 1513, 383, 1076, 6159, 257, 5, 6783, 155, 1737, 1561, 26883, 224, 38, 829, 18351, 11, 17750, 7, 12, 1961, 1]"
"[822, 10, 149, 410, 14500, 7, 16, 1035, 1103, 383, 8, 3, 1536, 9, 159, 7, 663, 3, 1498, 1113, 1705, 7, 13, 1076, 6159, 257, 58, 1]","[21616, 18, 1498, 46, 10432, 343, 7, 11, 13768, 9859, 12, 72, 4034, 46, 20844, 138, 15293, 13, 8, 3955, 27820, 358, 6, 20266, 778, 1035, 1103, 81, 1076, 6159, 257, 5, 1]"
"[822, 10, 125, 33, 1017, 4110, 13, 22085, 8811, 58, 1]","[7155, 4110, 13, 22085, 8811, 560, 27925, 24809, 7, 6, 2189, 6, 10981, 2510, 6, 1293, 1112, 6, 26054, 10461, 6, 11, 824, 1035, 1124, 5, 1]"
"[822, 10, 125, 33, 128, 307, 18, 1987, 3266, 21, 3, 14198, 1076, 6159, 138, 20105, 2428, 16, 442, 18, 26, 159, 9, 1370, 11, 813, 11674, 20386, 2625, 7, 58, 1]","[3230, 18, 1987, 3266, 560, 8448, 16, 5086, 30525, 3620, 6, 3, 7312, 1076, 6159, 138, 556, 2179, 295, 49, 2246, 2260, 6, 11, 3, 18218, 1076, 6159, 138, 533, 139, 6912, 2657, 655, 11, 3938, 1390, 5, 1]"
"[822, 10, 125, 33, 128, 3236, 1155, 2353, 7, 54, 380, 70, 16649, 383, 1076, 6159, 257, 58, 1]","[6946, 7, 54, 766, 592, 12, 1076, 6159, 138, 494, 6, 370, 1406, 4956, 931, 6, 462, 3973, 380, 6, 11, 482, 3, 9, 1965, 1164, 21, 70, 16649, 5, 1]"
"[822, 10, 125, 7294, 7, 1076, 6159, 257, 16, 8, 1076, 6159, 138, 4005, 58, 1]","[3137, 6159, 257, 19, 3, 18728, 57, 3, 9, 2328, 16, 813, 397, 1370, 782, 1425, 3, 99, 20617, 257, 11, 3, 30918, 13, 46, 6182, 103, 59, 4093, 5, 100, 2328, 16, 11932, 1425, 4110, 8, 3, 10525, 630, 3, 9424, 12, 12478, 6, 3, 5490, 16, 1076, 6159, 138, 19021, 5, 1]"
"[822, 10, 149, 43, 1038, 887, 31, 7, 2166, 9780, 8705, 1076, 6159, 138, 533, 38, 3, 9, 1252, 962, 58, 1]","[3, 29, 449, 16557, 887, 31, 7, 2166, 9780, 43, 11223, 26, 21, 1076, 6159, 138, 8408, 38, 3, 9, 936, 2166, 962, 6, 3874, 21, 592, 12, 1076, 6159, 138, 494, 6, 1076, 6159, 138, 1073, 6, 11, 4640, 364, 21, 887, 11, 3567, 4388, 5, 1]"
"[822, 10, 125, 2580, 2860, 8, 9398, 13, 1076, 7064, 15, 58, 1]","[37, 9398, 13, 1076, 7064, 15, 19, 3, 12913, 57, 796, 2580, 6, 379, 6472, 7, 6, 7470, 6, 643, 1293, 6, 1879, 533, 6, 11, 3262, 2580, 5, 13312, 28, 3, 9, 1146, 643, 2886, 5294, 11, 273, 45, 824, 11655, 15902, 164, 351, 1076, 7064, 15, 2283, 5, 1]"
"[822, 10, 54, 1076, 6159, 257, 2603, 7596, 16, 8, 6940, 58, 1]","[2163, 6, 1076, 6159, 138, 3976, 54, 1113, 6145, 11, 821, 5, 1]"
"[822, 10, 116, 405, 1076, 6159, 257, 3115, 1731, 58, 1]","[3137, 6159, 257, 3115, 4396, 383, 4353, 7041, 63, 6, 1086, 344, 8, 3, 2568, 13, 335, 11, 11940, 68, 34, 54, 5215, 5456, 859, 1742, 5, 1]"
"[822, 10, 149, 43, 1076, 6159, 138, 556, 688, 3, 13842, 12, 2839, 3733, 11177, 11, 7328, 58, 1]","[11239, 43, 3665, 3648, 11, 9211, 18, 4905, 931, 6, 3, 28575, 556, 2356, 12, 11226, 12, 315, 11177, 6, 11, 3, 10975, 3160, 45, 1105, 12, 1172, 556, 408, 11, 821, 5, 1]"
"[822, 10, 149, 405, 7470, 1113, 1076, 6159, 138, 533, 58, 1]","[1980, 25875, 11963, 13, 12128, 224, 38, 3575, 11, 27305, 3486, 3, 18053, 15215, 54, 380, 27925, 2109, 11, 1428, 1076, 6159, 138, 3976, 5, 1]"
"[822, 10, 125, 1075, 410, 2779, 18537, 1587, 1076, 6159, 257, 577, 16, 20266, 8, 408, 13, 1076, 6159, 138, 494, 58, 1]","[13432, 18537, 3, 12913, 8, 408, 13, 1076, 6159, 138, 494, 6, 28, 128, 9757, 2396, 1007, 3, 28147, 931, 114, 10366, 17484, 42, 1076, 6159, 138, 12294, 6, 298, 717, 3, 24332, 26139, 931, 5, 1]"
"[822, 10, 125, 1075, 103, 7353, 6123, 41, 9, 23, 61, 11, 1437, 1036, 577, 16, 1076, 6159, 138, 533, 748, 58, 1]","[7833, 11, 1437, 1036, 16783, 8341, 1076, 6159, 138, 331, 12, 370, 9354, 7639, 6, 9689, 1076, 6159, 138, 15164, 6, 11, 8432, 22085, 2197, 21, 778, 7897, 5, 1]"
"[822, 10, 149, 405, 1076, 6159, 138, 533, 1073, 1656, 481, 16, 496, 3803, 58, 1]","[3137, 6159, 138, 533, 1073, 2519, 7, 643, 18298, 6, 1428, 7, 25852, 11, 12447, 3825, 1076, 6159, 257, 6, 11, 17715, 7, 481, 28, 1832, 1103, 21, 5037, 70, 1076, 6159, 138, 533, 5, 1]"
"[822, 10, 125, 33, 128, 2428, 4640, 3580, 164, 522, 16, 3, 6930, 2779, 120, 11766, 1076, 6159, 138, 4640, 58, 1]","[7729, 7, 164, 560, 1612, 13121, 6, 1643, 2779, 761, 6, 11, 3, 27016, 6280, 7574, 81, 1076, 6159, 257, 441, 2399, 2779, 2625, 7, 5, 1]"
"[822, 10, 149, 405, 1076, 32, 9033, 2603, 887, 31, 7, 533, 58, 1]","[3137, 32, 9033, 6, 8, 793, 1830, 7, 257, 13, 1076, 6159, 257, 6, 54, 1137, 3976, 224, 38, 1312, 4923, 15, 7, 6, 706, 10242, 7, 6, 409, 19604, 40, 2192, 655, 6, 6526, 7180, 7, 6, 11, 1112, 16, 3, 6856, 23, 26, 32, 788, 12, 27925, 29469, 5, 5433, 6, 1076, 32, 9033, 5386, 8, 1020, 13, 23026, 102, 32, 1]"
"[822, 10, 54, 2779, 11393, 11, 18537, 1587, 1076, 6159, 257, 2603, 592, 12, 4640, 364, 58, 1]","[2163, 6, 25852, 11, 2779, 3808, 32, 32, 7, 164, 1709, 1742, 45, 3945, 124, 21, 1076, 6159, 138, 533, 3315, 5, 1]"
"[822, 10, 149, 103, 2779, 18537, 1587, 1076, 6159, 257, 27806, 28, 2704, 13, 1742, 28, 6658, 21154, 58, 1]","[13432, 18537, 164, 1113, 1742, 31, 8136, 7, 13, 1076, 6159, 138, 3976, 6, 2860, 70, 4640, 18, 2338, 1765, 15400, 6, 11, 4139, 12, 25852, 42, 3808, 32, 32, 3825, 1076, 6159, 257, 11, 6658, 7095, 5, 1]"
"[822, 10, 125, 33, 8, 17258, 13, 1076, 6159, 138, 4005, 1]","[37, 1076, 6159, 138, 4005, 3, 6848, 13, 662, 711, 17258, 10, 8, 3, 89, 20953, 4866, 3944, 6, 3, 32, 208, 7830, 6, 8, 3, 18453, 138, 3944, 6, 11, 1076, 6159, 257, 5, 3, 2092, 8, 3, 89, 20953, 4866, 3944, 6, 3, 89, 20953, 2482, 18, 2248, 4115, 1014, 11932, 41, 371, 9122, 61, 14954, 7, 3, 89, 20953, 2482, 1]"
"[822, 10, 149, 54, 1291, 6985, 1172, 592, 12, 1076, 6159, 138, 4640, 364, 58, 1]","[30959, 3956, 3452, 4640, 2591, 6, 3135, 21, 1076, 6159, 138, 533, 1356, 6, 11, 3175, 761, 54, 3391, 592, 12, 124, 5, 1]"
"[822, 10, 54, 806, 3, 16640, 4264, 2603, 1076, 6159, 138, 15164, 58, 1]","[2163, 6, 2580, 224, 38, 8965, 11663, 8631, 295, 11963, 6, 3, 10656, 257, 6, 11, 3, 16217, 10981, 24355, 11, 4798, 54, 2860, 1076, 6159, 138, 1646, 485, 1]"
"[822, 10, 54, 1076, 6159, 138, 533, 6985, 21, 3, 40, 122, 115, 17, 1824, 1220, 2597, 4139, 12, 3, 13627, 7574, 30, 7285, 8408, 58, 1]","[2163, 6, 57, 4421, 14865, 9347, 7, 13, 7285, 11, 3, 7312, 13066, 6315, 12, 1076, 6159, 138, 533, 5, 1]"
"[822, 10, 149, 405, 80, 29216, 8, 2475, 13, 3, 9, 4005, 21, 3, 9, 1090, 568, 58, 1]","[37, 2475, 13, 3, 9, 1076, 6159, 138, 4005, 21, 3, 9, 1090, 568, 19, 29216, 26, 57, 15899, 8, 477, 45, 8, 166, 239, 13, 80, 1059, 12, 8, 166, 239, 13, 8, 416, 1059, 5, 1]"
"[822, 10, 149, 54, 21555, 9683, 380, 1076, 6159, 138, 533, 1073, 16, 2061, 58, 1]","[938, 3, 7312, 539, 1901, 6, 29945, 53, 21, 3452, 1073, 6, 11, 3956, 496, 6985, 5, 1]"
